transcription_id,sentiment
356,"[[{'label': 'NEGATIVE', 'score': 0.9960228204727173}], [{'label': 'POSITIVE', 'score': 0.9983320832252502}], [{'label': 'POSITIVE', 'score': 0.9029442071914673}], [{'label': 'POSITIVE', 'score': 0.9955055713653564}], [{'label': 'NEGATIVE', 'score': 0.9847671389579773}], [{'label': 'POSITIVE', 'score': 0.9957701563835144}], [{'label': 'POSITIVE', 'score': 0.9966505169868469}], [{'label': 'POSITIVE', 'score': 0.995851993560791}], [{'label': 'NEGATIVE', 'score': 0.997883141040802}], [{'label': 'POSITIVE', 'score': 0.9847428798675537}], [{'label': 'POSITIVE', 'score': 0.9997095465660095}], [{'label': 'NEGATIVE', 'score': 0.9447931051254272}], [{'label': 'POSITIVE', 'score': 0.9988099336624146}], [{'label': 'NEGATIVE', 'score': 0.9965212345123291}]]"
357,"[[{'label': 'POSITIVE', 'score': 0.9998531341552734}], [{'label': 'POSITIVE', 'score': 0.9998100399971008}], [{'label': 'POSITIVE', 'score': 0.9991605281829834}], [{'label': 'POSITIVE', 'score': 0.9982420206069946}], [{'label': 'POSITIVE', 'score': 0.9994640946388245}], [{'label': 'POSITIVE', 'score': 0.9998261332511902}], [{'label': 'POSITIVE', 'score': 0.9995409250259399}], [{'label': 'POSITIVE', 'score': 0.9982427358627319}], [{'label': 'POSITIVE', 'score': 0.9964367151260376}], [{'label': 'POSITIVE', 'score': 0.9984051585197449}], [{'label': 'POSITIVE', 'score': 0.9995334148406982}], [{'label': 'POSITIVE', 'score': 0.9979786276817322}], [{'label': 'POSITIVE', 'score': 0.9991689920425415}], [{'label': 'POSITIVE', 'score': 0.9896112680435181}], [{'label': 'POSITIVE', 'score': 0.9997063279151917}], [{'label': 'POSITIVE', 'score': 0.9970268607139587}], [{'label': 'POSITIVE', 'score': 0.9988535642623901}], [{'label': 'POSITIVE', 'score': 0.9953804016113281}], [{'label': 'POSITIVE', 'score': 0.9995040893554688}], [{'label': 'POSITIVE', 'score': 0.9993768334388733}], [{'label': 'POSITIVE', 'score': 0.9994356036186218}], [{'label': 'POSITIVE', 'score': 0.9996788501739502}], [{'label': 'POSITIVE', 'score': 0.9997950196266174}], [{'label': 'POSITIVE', 'score': 0.9997325539588928}], [{'label': 'POSITIVE', 'score': 0.9997343420982361}], [{'label': 'POSITIVE', 'score': 0.9997718930244446}], [{'label': 'POSITIVE', 'score': 0.9996435642242432}]]"
358,"[[{'label': 'POSITIVE', 'score': 0.9998779296875}], [{'label': 'NEGATIVE', 'score': 0.5655040144920349}], [{'label': 'NEGATIVE', 'score': 0.9927453398704529}], [{'label': 'NEGATIVE', 'score': 0.9849329590797424}], [{'label': 'POSITIVE', 'score': 0.9995412826538086}], [{'label': 'POSITIVE', 'score': 0.9288082718849182}], [{'label': 'POSITIVE', 'score': 0.9997033476829529}], [{'label': 'NEGATIVE', 'score': 0.984957218170166}], [{'label': 'POSITIVE', 'score': 0.9997346997261047}], [{'label': 'POSITIVE', 'score': 0.9995748400688171}], [{'label': 'POSITIVE', 'score': 0.9994470477104187}], [{'label': 'POSITIVE', 'score': 0.6074952483177185}], [{'label': 'NEGATIVE', 'score': 0.9895020127296448}], [{'label': 'POSITIVE', 'score': 0.999722421169281}], [{'label': 'POSITIVE', 'score': 0.5833524465560913}], [{'label': 'POSITIVE', 'score': 0.9998108744621277}], [{'label': 'POSITIVE', 'score': 0.9952666759490967}], [{'label': 'POSITIVE', 'score': 0.968082845211029}], [{'label': 'POSITIVE', 'score': 0.9981842637062073}], [{'label': 'POSITIVE', 'score': 0.9996203184127808}], [{'label': 'POSITIVE', 'score': 0.9998551607131958}], [{'label': 'POSITIVE', 'score': 0.9988460540771484}], [{'label': 'POSITIVE', 'score': 0.999705970287323}], [{'label': 'POSITIVE', 'score': 0.9503087401390076}], [{'label': 'POSITIVE', 'score': 0.9996854066848755}], [{'label': 'POSITIVE', 'score': 0.998370349407196}], [{'label': 'POSITIVE', 'score': 0.9995483756065369}], [{'label': 'POSITIVE', 'score': 0.9998372793197632}], [{'label': 'POSITIVE', 'score': 0.9991115927696228}], [{'label': 'POSITIVE', 'score': 0.9994744658470154}], [{'label': 'POSITIVE', 'score': 0.9933358430862427}], [{'label': 'NEGATIVE', 'score': 0.9723877310752869}], [{'label': 'POSITIVE', 'score': 0.9934388995170593}], [{'label': 'POSITIVE', 'score': 0.9998072981834412}], [{'label': 'POSITIVE', 'score': 0.9992688298225403}], [{'label': 'POSITIVE', 'score': 0.9998140931129456}]]"
359,"[[{'label': 'POSITIVE', 'score': 0.9998250603675842}], [{'label': 'NEGATIVE', 'score': 0.6848167777061462}], [{'label': 'NEGATIVE', 'score': 0.9979033470153809}], [{'label': 'POSITIVE', 'score': 0.9988872408866882}], [{'label': 'POSITIVE', 'score': 0.9991464614868164}], [{'label': 'POSITIVE', 'score': 0.9975380897521973}], [{'label': 'POSITIVE', 'score': 0.9995107650756836}], [{'label': 'POSITIVE', 'score': 0.998143196105957}], [{'label': 'POSITIVE', 'score': 0.9977371692657471}], [{'label': 'POSITIVE', 'score': 0.9901019334793091}], [{'label': 'POSITIVE', 'score': 0.9993470311164856}], [{'label': 'POSITIVE', 'score': 0.9903357028961182}], [{'label': 'POSITIVE', 'score': 0.9990457892417908}], [{'label': 'POSITIVE', 'score': 0.9992873072624207}], [{'label': 'POSITIVE', 'score': 0.9997153878211975}], [{'label': 'NEGATIVE', 'score': 0.9876975417137146}], [{'label': 'POSITIVE', 'score': 0.9996126294136047}], [{'label': 'POSITIVE', 'score': 0.9995972514152527}], [{'label': 'POSITIVE', 'score': 0.9783154726028442}], [{'label': 'POSITIVE', 'score': 0.9882178902626038}], [{'label': 'NEGATIVE', 'score': 0.9921157956123352}], [{'label': 'NEGATIVE', 'score': 0.9916934370994568}], [{'label': 'NEGATIVE', 'score': 0.7683004140853882}], [{'label': 'POSITIVE', 'score': 0.9996486902236938}], [{'label': 'POSITIVE', 'score': 0.9983955025672913}], [{'label': 'POSITIVE', 'score': 0.9992801547050476}], [{'label': 'POSITIVE', 'score': 0.9996325969696045}], [{'label': 'POSITIVE', 'score': 0.9435248970985413}], [{'label': 'POSITIVE', 'score': 0.6716688275337219}], [{'label': 'POSITIVE', 'score': 0.997840404510498}], [{'label': 'POSITIVE', 'score': 0.999809205532074}], [{'label': 'POSITIVE', 'score': 0.998704195022583}], [{'label': 'POSITIVE', 'score': 0.9789230823516846}], [{'label': 'POSITIVE', 'score': 0.8423956036567688}], [{'label': 'POSITIVE', 'score': 0.9995656609535217}], [{'label': 'POSITIVE', 'score': 0.9998821020126343}], [{'label': 'POSITIVE', 'score': 0.9994018077850342}], [{'label': 'POSITIVE', 'score': 0.9997208714485168}], [{'label': 'POSITIVE', 'score': 0.9976613521575928}], [{'label': 'NEGATIVE', 'score': 0.9863379597663879}], [{'label': 'POSITIVE', 'score': 0.9994053840637207}], [{'label': 'POSITIVE', 'score': 0.9940202236175537}], [{'label': 'POSITIVE', 'score': 0.9974086880683899}], [{'label': 'POSITIVE', 'score': 0.9992258548736572}], [{'label': 'POSITIVE', 'score': 0.9360660314559937}], [{'label': 'POSITIVE', 'score': 0.9791551232337952}], [{'label': 'POSITIVE', 'score': 0.9952844977378845}], [{'label': 'POSITIVE', 'score': 0.9997689127922058}], [{'label': 'NEGATIVE', 'score': 0.9868027567863464}], [{'label': 'POSITIVE', 'score': 0.996637225151062}], [{'label': 'POSITIVE', 'score': 0.9998283386230469}], [{'label': 'POSITIVE', 'score': 0.9997510313987732}], [{'label': 'POSITIVE', 'score': 0.9986427426338196}], [{'label': 'POSITIVE', 'score': 0.9997015595436096}], [{'label': 'POSITIVE', 'score': 0.9616644978523254}], [{'label': 'POSITIVE', 'score': 0.9953102469444275}], [{'label': 'POSITIVE', 'score': 0.9930933713912964}], [{'label': 'NEGATIVE', 'score': 0.6177000999450684}], [{'label': 'NEGATIVE', 'score': 0.5549899935722351}], [{'label': 'POSITIVE', 'score': 0.9998387098312378}], [{'label': 'POSITIVE', 'score': 0.9962765574455261}], [{'label': 'POSITIVE', 'score': 0.9991581439971924}], [{'label': 'POSITIVE', 'score': 0.9885641932487488}], [{'label': 'POSITIVE', 'score': 0.9986851811408997}], [{'label': 'POSITIVE', 'score': 0.8049843907356262}], [{'label': 'POSITIVE', 'score': 0.9998472929000854}], [{'label': 'POSITIVE', 'score': 0.9980300068855286}], [{'label': 'POSITIVE', 'score': 0.9997857213020325}], [{'label': 'POSITIVE', 'score': 0.984348714351654}], [{'label': 'POSITIVE', 'score': 0.9997580647468567}], [{'label': 'POSITIVE', 'score': 0.9998044371604919}], [{'label': 'POSITIVE', 'score': 0.998795747756958}], [{'label': 'POSITIVE', 'score': 0.999824583530426}], [{'label': 'POSITIVE', 'score': 0.9977073669433594}], [{'label': 'POSITIVE', 'score': 0.9998446702957153}], [{'label': 'POSITIVE', 'score': 0.9965289235115051}], [{'label': 'POSITIVE', 'score': 0.5517245531082153}], [{'label': 'POSITIVE', 'score': 0.9996458292007446}], [{'label': 'POSITIVE', 'score': 0.9992864727973938}], [{'label': 'POSITIVE', 'score': 0.9997928738594055}], [{'label': 'POSITIVE', 'score': 0.999792754650116}]]"
360,"[[{'label': 'POSITIVE', 'score': 0.9943015575408936}], [{'label': 'POSITIVE', 'score': 0.9998300075531006}], [{'label': 'POSITIVE', 'score': 0.9941384792327881}], [{'label': 'POSITIVE', 'score': 0.9996707439422607}], [{'label': 'POSITIVE', 'score': 0.9997509121894836}], [{'label': 'POSITIVE', 'score': 0.9978997707366943}], [{'label': 'POSITIVE', 'score': 0.9955917000770569}], [{'label': 'POSITIVE', 'score': 0.9970171451568604}], [{'label': 'POSITIVE', 'score': 0.9771165251731873}], [{'label': 'POSITIVE', 'score': 0.9991713762283325}], [{'label': 'POSITIVE', 'score': 0.9995660185813904}], [{'label': 'POSITIVE', 'score': 0.9995904564857483}], [{'label': 'POSITIVE', 'score': 0.9991216063499451}], [{'label': 'POSITIVE', 'score': 0.9998366832733154}], [{'label': 'POSITIVE', 'score': 0.8434733152389526}], [{'label': 'POSITIVE', 'score': 0.9906936287879944}], [{'label': 'POSITIVE', 'score': 0.9997269511222839}], [{'label': 'POSITIVE', 'score': 0.9994650483131409}], [{'label': 'POSITIVE', 'score': 0.9997320771217346}], [{'label': 'POSITIVE', 'score': 0.9998124241828918}], [{'label': 'POSITIVE', 'score': 0.9975050091743469}], [{'label': 'POSITIVE', 'score': 0.9989282488822937}], [{'label': 'POSITIVE', 'score': 0.998653769493103}], [{'label': 'POSITIVE', 'score': 0.99318528175354}], [{'label': 'POSITIVE', 'score': 0.978686511516571}], [{'label': 'POSITIVE', 'score': 0.9997569918632507}], [{'label': 'POSITIVE', 'score': 0.9914271831512451}], [{'label': 'POSITIVE', 'score': 0.9998131394386292}], [{'label': 'POSITIVE', 'score': 0.9998472929000854}]]"
361,"[[{'label': 'POSITIVE', 'score': 0.9997627139091492}], [{'label': 'POSITIVE', 'score': 0.9162994623184204}], [{'label': 'NEGATIVE', 'score': 0.8434545993804932}], [{'label': 'POSITIVE', 'score': 0.991936206817627}], [{'label': 'POSITIVE', 'score': 0.999775230884552}], [{'label': 'POSITIVE', 'score': 0.9997499585151672}], [{'label': 'POSITIVE', 'score': 0.9986953139305115}], [{'label': 'POSITIVE', 'score': 0.9962372779846191}], [{'label': 'NEGATIVE', 'score': 0.9602454304695129}], [{'label': 'POSITIVE', 'score': 0.9625733494758606}], [{'label': 'POSITIVE', 'score': 0.9997429251670837}], [{'label': 'POSITIVE', 'score': 0.9861254096031189}], [{'label': 'POSITIVE', 'score': 0.9998118281364441}], [{'label': 'POSITIVE', 'score': 0.9990719556808472}], [{'label': 'POSITIVE', 'score': 0.9864341020584106}], [{'label': 'POSITIVE', 'score': 0.9979914426803589}], [{'label': 'POSITIVE', 'score': 0.9995335340499878}], [{'label': 'POSITIVE', 'score': 0.9998254179954529}]]"
362,"[[{'label': 'POSITIVE', 'score': 0.9996523857116699}], [{'label': 'POSITIVE', 'score': 0.9984948635101318}], [{'label': 'POSITIVE', 'score': 0.9974418878555298}], [{'label': 'POSITIVE', 'score': 0.9506641030311584}], [{'label': 'POSITIVE', 'score': 0.9997287392616272}], [{'label': 'POSITIVE', 'score': 0.8339431285858154}], [{'label': 'POSITIVE', 'score': 0.9992903470993042}], [{'label': 'POSITIVE', 'score': 0.9978255033493042}], [{'label': 'POSITIVE', 'score': 0.9997722506523132}], [{'label': 'POSITIVE', 'score': 0.9996317625045776}], [{'label': 'POSITIVE', 'score': 0.95997554063797}], [{'label': 'POSITIVE', 'score': 0.9980502128601074}], [{'label': 'POSITIVE', 'score': 0.9966499209403992}], [{'label': 'POSITIVE', 'score': 0.9976388216018677}], [{'label': 'NEGATIVE', 'score': 0.8470256328582764}], [{'label': 'POSITIVE', 'score': 0.9994457364082336}], [{'label': 'POSITIVE', 'score': 0.999502420425415}], [{'label': 'POSITIVE', 'score': 0.9996786117553711}], [{'label': 'POSITIVE', 'score': 0.9997716546058655}]]"
363,"[[{'label': 'NEGATIVE', 'score': 0.8273318409919739}], [{'label': 'POSITIVE', 'score': 0.9813879728317261}], [{'label': 'NEGATIVE', 'score': 0.9874786138534546}], [{'label': 'POSITIVE', 'score': 0.9891237020492554}], [{'label': 'NEGATIVE', 'score': 0.9980168342590332}], [{'label': 'POSITIVE', 'score': 0.9966974258422852}], [{'label': 'NEGATIVE', 'score': 0.6925179958343506}], [{'label': 'NEGATIVE', 'score': 0.9986842274665833}], [{'label': 'NEGATIVE', 'score': 0.9117697477340698}], [{'label': 'NEGATIVE', 'score': 0.9970425963401794}], [{'label': 'NEGATIVE', 'score': 0.9984356760978699}], [{'label': 'NEGATIVE', 'score': 0.9536958932876587}], [{'label': 'POSITIVE', 'score': 0.9604573845863342}], [{'label': 'NEGATIVE', 'score': 0.9701691269874573}], [{'label': 'NEGATIVE', 'score': 0.9959586262702942}], [{'label': 'NEGATIVE', 'score': 0.9723221063613892}], [{'label': 'POSITIVE', 'score': 0.9210212230682373}], [{'label': 'POSITIVE', 'score': 0.9997480511665344}], [{'label': 'POSITIVE', 'score': 0.9996126294136047}], [{'label': 'POSITIVE', 'score': 0.9992923736572266}]]"
364,"[[{'label': 'NEGATIVE', 'score': 0.9702563881874084}], [{'label': 'POSITIVE', 'score': 0.9988177418708801}], [{'label': 'POSITIVE', 'score': 0.997437596321106}], [{'label': 'NEGATIVE', 'score': 0.9923782348632812}], [{'label': 'POSITIVE', 'score': 0.9997901320457458}], [{'label': 'POSITIVE', 'score': 0.999334990978241}], [{'label': 'POSITIVE', 'score': 0.9984159469604492}]]"
365,"[[{'label': 'POSITIVE', 'score': 0.9921959638595581}], [{'label': 'POSITIVE', 'score': 0.9998342990875244}], [{'label': 'POSITIVE', 'score': 0.9998124241828918}], [{'label': 'POSITIVE', 'score': 0.9992144107818604}], [{'label': 'POSITIVE', 'score': 0.9964357614517212}], [{'label': 'NEGATIVE', 'score': 0.6478109359741211}], [{'label': 'NEGATIVE', 'score': 0.8848382234573364}], [{'label': 'POSITIVE', 'score': 0.998038113117218}], [{'label': 'POSITIVE', 'score': 0.9979286193847656}], [{'label': 'POSITIVE', 'score': 0.9993932247161865}], [{'label': 'NEGATIVE', 'score': 0.6769344210624695}], [{'label': 'POSITIVE', 'score': 0.9985612034797668}], [{'label': 'POSITIVE', 'score': 0.9955096244812012}], [{'label': 'POSITIVE', 'score': 0.9996071457862854}], [{'label': 'POSITIVE', 'score': 0.9994283318519592}], [{'label': 'POSITIVE', 'score': 0.690528392791748}], [{'label': 'POSITIVE', 'score': 0.9974199533462524}], [{'label': 'POSITIVE', 'score': 0.9996734857559204}], [{'label': 'POSITIVE', 'score': 0.9998533725738525}], [{'label': 'POSITIVE', 'score': 0.9992421865463257}], [{'label': 'POSITIVE', 'score': 0.9972546696662903}], [{'label': 'POSITIVE', 'score': 0.9996235370635986}], [{'label': 'POSITIVE', 'score': 0.9903435707092285}], [{'label': 'POSITIVE', 'score': 0.9988552331924438}], [{'label': 'POSITIVE', 'score': 0.9998413324356079}], [{'label': 'POSITIVE', 'score': 0.9913964867591858}]]"
366,"[[{'label': 'POSITIVE', 'score': 0.9993425011634827}], [{'label': 'POSITIVE', 'score': 0.9989448189735413}], [{'label': 'POSITIVE', 'score': 0.9984789490699768}], [{'label': 'NEGATIVE', 'score': 0.9799195528030396}], [{'label': 'POSITIVE', 'score': 0.9994933605194092}], [{'label': 'POSITIVE', 'score': 0.9951643943786621}], [{'label': 'POSITIVE', 'score': 0.9937604069709778}], [{'label': 'POSITIVE', 'score': 0.9969364404678345}], [{'label': 'NEGATIVE', 'score': 0.8878322243690491}], [{'label': 'POSITIVE', 'score': 0.9940642714500427}], [{'label': 'POSITIVE', 'score': 0.9989153146743774}], [{'label': 'POSITIVE', 'score': 0.998562753200531}], [{'label': 'POSITIVE', 'score': 0.9998577833175659}], [{'label': 'POSITIVE', 'score': 0.9996649026870728}], [{'label': 'POSITIVE', 'score': 0.9664792418479919}], [{'label': 'POSITIVE', 'score': 0.9990500807762146}], [{'label': 'POSITIVE', 'score': 0.9979785084724426}]]"
367,"[[{'label': 'POSITIVE', 'score': 0.9993007183074951}], [{'label': 'POSITIVE', 'score': 0.9992456436157227}], [{'label': 'POSITIVE', 'score': 0.9994370341300964}], [{'label': 'POSITIVE', 'score': 0.9989448189735413}], [{'label': 'POSITIVE', 'score': 0.994320273399353}], [{'label': 'NEGATIVE', 'score': 0.5280143022537231}], [{'label': 'POSITIVE', 'score': 0.9989515542984009}]]"
368,"[[{'label': 'POSITIVE', 'score': 0.9991284012794495}], [{'label': 'POSITIVE', 'score': 0.9994066953659058}], [{'label': 'POSITIVE', 'score': 0.8894001841545105}], [{'label': 'NEGATIVE', 'score': 0.9698427319526672}], [{'label': 'NEGATIVE', 'score': 0.9987346529960632}], [{'label': 'POSITIVE', 'score': 0.9998478889465332}], [{'label': 'POSITIVE', 'score': 0.9764224290847778}], [{'label': 'NEGATIVE', 'score': 0.7594771981239319}], [{'label': 'POSITIVE', 'score': 0.9995837807655334}], [{'label': 'POSITIVE', 'score': 0.9987217783927917}], [{'label': 'POSITIVE', 'score': 0.9981424808502197}], [{'label': 'POSITIVE', 'score': 0.9995706677436829}], [{'label': 'POSITIVE', 'score': 0.9978529214859009}], [{'label': 'POSITIVE', 'score': 0.9987072944641113}], [{'label': 'POSITIVE', 'score': 0.9998382329940796}], [{'label': 'NEGATIVE', 'score': 0.8144214749336243}], [{'label': 'NEGATIVE', 'score': 0.9632977843284607}], [{'label': 'POSITIVE', 'score': 0.999687910079956}], [{'label': 'POSITIVE', 'score': 0.9970952272415161}], [{'label': 'NEGATIVE', 'score': 0.9942530989646912}], [{'label': 'POSITIVE', 'score': 0.993492066860199}], [{'label': 'NEGATIVE', 'score': 0.8349830508232117}], [{'label': 'POSITIVE', 'score': 0.9971427321434021}], [{'label': 'POSITIVE', 'score': 0.9988709092140198}], [{'label': 'NEGATIVE', 'score': 0.9893797039985657}], [{'label': 'POSITIVE', 'score': 0.9988678693771362}], [{'label': 'POSITIVE', 'score': 0.9913075566291809}], [{'label': 'POSITIVE', 'score': 0.9996771812438965}], [{'label': 'NEGATIVE', 'score': 0.8578549027442932}], [{'label': 'POSITIVE', 'score': 0.9995986819267273}], [{'label': 'POSITIVE', 'score': 0.9094562530517578}], [{'label': 'POSITIVE', 'score': 0.9960933327674866}], [{'label': 'NEGATIVE', 'score': 0.9830312728881836}], [{'label': 'POSITIVE', 'score': 0.9996445178985596}], [{'label': 'NEGATIVE', 'score': 0.9268283247947693}], [{'label': 'POSITIVE', 'score': 0.9993289709091187}], [{'label': 'NEGATIVE', 'score': 0.9856823086738586}], [{'label': 'POSITIVE', 'score': 0.9812498688697815}], [{'label': 'POSITIVE', 'score': 0.9995890259742737}], [{'label': 'POSITIVE', 'score': 0.9989571571350098}], [{'label': 'POSITIVE', 'score': 0.9949923157691956}], [{'label': 'POSITIVE', 'score': 0.9979909658432007}], [{'label': 'NEGATIVE', 'score': 0.9942231774330139}], [{'label': 'POSITIVE', 'score': 0.9996737241744995}], [{'label': 'POSITIVE', 'score': 0.9992308616638184}], [{'label': 'NEGATIVE', 'score': 0.9794665575027466}], [{'label': 'POSITIVE', 'score': 0.9935042262077332}], [{'label': 'POSITIVE', 'score': 0.5972168445587158}], [{'label': 'POSITIVE', 'score': 0.9960628151893616}], [{'label': 'NEGATIVE', 'score': 0.9057165384292603}], [{'label': 'POSITIVE', 'score': 0.9873296022415161}], [{'label': 'NEGATIVE', 'score': 0.985771656036377}], [{'label': 'POSITIVE', 'score': 0.9901678562164307}], [{'label': 'POSITIVE', 'score': 0.9995120763778687}], [{'label': 'POSITIVE', 'score': 0.9997777342796326}], [{'label': 'POSITIVE', 'score': 0.9348766803741455}], [{'label': 'POSITIVE', 'score': 0.7325941920280457}], [{'label': 'POSITIVE', 'score': 0.9997679591178894}], [{'label': 'POSITIVE', 'score': 0.9957363605499268}], [{'label': 'NEGATIVE', 'score': 0.583821177482605}], [{'label': 'POSITIVE', 'score': 0.9987351298332214}], [{'label': 'POSITIVE', 'score': 0.9940692186355591}], [{'label': 'NEGATIVE', 'score': 0.98180091381073}], [{'label': 'NEGATIVE', 'score': 0.9683752655982971}], [{'label': 'NEGATIVE', 'score': 0.9885849356651306}], [{'label': 'POSITIVE', 'score': 0.9992018342018127}], [{'label': 'POSITIVE', 'score': 0.9823787808418274}], [{'label': 'POSITIVE', 'score': 0.973284900188446}], [{'label': 'POSITIVE', 'score': 0.9988849759101868}], [{'label': 'POSITIVE', 'score': 0.9782217144966125}], [{'label': 'POSITIVE', 'score': 0.9606866240501404}], [{'label': 'NEGATIVE', 'score': 0.9992720484733582}], [{'label': 'POSITIVE', 'score': 0.9997729659080505}], [{'label': 'POSITIVE', 'score': 0.9959676265716553}], [{'label': 'POSITIVE', 'score': 0.9903440475463867}], [{'label': 'POSITIVE', 'score': 0.9979775547981262}], [{'label': 'POSITIVE', 'score': 0.9938794374465942}], [{'label': 'POSITIVE', 'score': 0.9995797276496887}]]"
